quarter,industry1,industry2,industry3,recruitment_rate,resignation_rate
1994-Q2,services,"community, social and personal services","community, social and personal services",3.6,3
1994-Q2,others,others,others,2.7,1.8
1994-Q3,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.1,2.9
1994-Q3,manufacturing,textile and wearing apparel,textile and wearing apparel,2.7,3.3
1994-Q3,manufacturing,paper products and publishing,paper products and publishing,2.7,2.3
1994-Q3,manufacturing,petroleum and chemical products,petroleum and chemical products,2.5,1.6
1994-Q3,manufacturing,rubber and plastic products,rubber and plastic products,4.2,3.4
1994-Q3,manufacturing,fabricated metal products,fabricated metal products,3.3,2.8
1994-Q3,manufacturing,machinery and equipment,machinery and equipment,3.4,2.8
1994-Q3,manufacturing,electrical products,electrical products,2.9,2.3
1994-Q3,manufacturing,electronic products,electronic products,3.8,3.4
1994-Q3,manufacturing,medical and precision instruments,medical and precision instruments,2.8,2.5
1994-Q3,manufacturing,transport equipment,transport equipment,5.2,3.2
1994-Q3,manufacturing,other manufacturing industries,other manufacturing industries,2.5,2.2
1994-Q3,construction,construction,construction,2.9,2
1994-Q3,services,wholesale and retail trade,wholesale trade,3.5,2.8
1994-Q3,services,wholesale and retail trade,retail trade,7.1,6.5
1994-Q3,services,hotels and restaurants,hotels,4.6,4.2
1994-Q3,services,hotels and restaurants,restaurants,5.5,6.2
1994-Q3,services,"transport, storage and communications","transport, storage and communications",2.3,1.9
1994-Q3,services,financial intermediation,financial institutions,2.7,2
1994-Q3,services,financial intermediation,insurance and pension funding,2.8,2.1
1994-Q3,services,business and real estate services,business and real estate services,4.4,3.5
1994-Q3,services,"community, social and personal services","community, social and personal services",3.3,2.6
1994-Q3,others,others,others,2.2,1.8
1994-Q4,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3,2.1
1994-Q4,manufacturing,textile and wearing apparel,textile and wearing apparel,2.2,2.2
1994-Q4,manufacturing,paper products and publishing,paper products and publishing,1.8,1.4
1994-Q4,manufacturing,petroleum and chemical products,petroleum and chemical products,1.6,1
1994-Q4,manufacturing,rubber and plastic products,rubber and plastic products,3,2.4
1994-Q4,manufacturing,fabricated metal products,fabricated metal products,2.5,1.9
1994-Q4,manufacturing,machinery and equipment,machinery and equipment,2.4,1.8
1994-Q4,manufacturing,electrical products,electrical products,2.1,1.5
1994-Q4,manufacturing,electronic products,electronic products,3,2.1
1994-Q4,manufacturing,medical and precision instruments,medical and precision instruments,1.5,1.3
1994-Q4,manufacturing,transport equipment,transport equipment,2.7,2.6
1994-Q4,manufacturing,other manufacturing industries,other manufacturing industries,1.7,1.8
1994-Q4,construction,construction,construction,2.7,1.9
1994-Q4,services,wholesale and retail trade,wholesale trade,2.8,2.1
1994-Q4,services,wholesale and retail trade,retail trade,8.6,6.2
1994-Q4,services,hotels and restaurants,hotels,4.4,3.1
1994-Q4,services,hotels and restaurants,restaurants,8,5.1
1994-Q4,services,"transport, storage and communications","transport, storage and communications",1.9,1.4
1994-Q4,services,financial intermediation,financial institutions,2.1,1.3
1994-Q4,services,financial intermediation,insurance and pension funding,2,1.4
1994-Q4,services,business and real estate services,business and real estate services,3.5,2.8
1994-Q4,services,"community, social and personal services","community, social and personal services",2.4,1.9
1994-Q4,others,others,others,1.7,1.5
1995-Q1,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.5,3.6
1995-Q1,manufacturing,textile and wearing apparel,textile and wearing apparel,2.5,4.2
1995-Q1,manufacturing,paper products and publishing,paper products and publishing,2.9,2.9
1995-Q1,manufacturing,petroleum and chemical products,petroleum and chemical products,2.1,2.1
1995-Q1,manufacturing,rubber and plastic products,rubber and plastic products,4.9,4.5
1995-Q1,manufacturing,fabricated metal products,fabricated metal products,4.5,4.1
1995-Q1,manufacturing,machinery and equipment,machinery and equipment,4,3.6
1995-Q1,manufacturing,electrical products,electrical products,3.5,3.8
1995-Q1,manufacturing,electronic products,electronic products,4.6,4.3
1995-Q1,manufacturing,medical and precision instruments,medical and precision instruments,3.4,3.5
1995-Q1,manufacturing,transport equipment,transport equipment,4.3,2.9
1995-Q1,manufacturing,other manufacturing industries,other manufacturing industries,2.8,2.6
1995-Q1,construction,construction,construction,2.8,2.6
1995-Q1,services,wholesale and retail trade,wholesale trade,3.8,3.3
1995-Q1,services,wholesale and retail trade,retail trade,7.6,7.5
1995-Q1,services,hotels and restaurants,hotels,4.9,5.6
1995-Q1,services,hotels and restaurants,restaurants,6.2,7.9
1995-Q1,services,"transport, storage and communications","transport, storage and communications",2.5,2.2
1995-Q1,services,financial intermediation,financial institutions,2.5,2.2
1995-Q1,services,financial intermediation,insurance and pension funding,2.5,2.3
1995-Q1,services,business and real estate services,business and real estate services,4.1,3.9
1995-Q1,services,"community, social and personal services","community, social and personal services",3.4,3.2
1995-Q1,others,others,others,3.5,1.8
1995-Q2,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.6,3.1
1995-Q2,manufacturing,textile and wearing apparel,textile and wearing apparel,2.7,4.3
1995-Q2,manufacturing,paper products and publishing,paper products and publishing,2.8,2.5
1995-Q2,manufacturing,petroleum and chemical products,petroleum and chemical products,2.3,1.8
1995-Q2,manufacturing,rubber and plastic products,rubber and plastic products,5.2,4.2
1995-Q2,manufacturing,fabricated metal products,fabricated metal products,3.8,3.2
1995-Q2,manufacturing,machinery and equipment,machinery and equipment,3.6,3.3
1995-Q2,manufacturing,electrical products,electrical products,3.2,3.1
1995-Q2,manufacturing,electronic products,electronic products,4.5,3.9
1995-Q2,manufacturing,medical and precision instruments,medical and precision instruments,3.6,2.9
1995-Q2,manufacturing,transport equipment,transport equipment,4.1,2.9
1995-Q2,manufacturing,other manufacturing industries,other manufacturing industries,2.8,2.8
1995-Q2,construction,construction,construction,3.3,2.6
1995-Q2,services,wholesale and retail trade,wholesale trade,4,3.4
1995-Q2,services,wholesale and retail trade,retail trade,7.5,7.3
1995-Q2,services,hotels and restaurants,hotels,5,5
1995-Q2,services,hotels and restaurants,restaurants,8.3,7.6
1995-Q2,services,"transport, storage and communications","transport, storage and communications",2.6,2.1
1995-Q2,services,financial intermediation,financial institutions,2.9,2.3
1995-Q2,services,financial intermediation,insurance and pension funding,3.2,2.5
1995-Q2,services,business and real estate services,business and real estate services,4.5,3.6
1995-Q2,services,"community, social and personal services","community, social and personal services",3.6,3
1995-Q2,others,others,others,2,1.8
1995-Q3,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.3,2.8
1995-Q3,manufacturing,textile and wearing apparel,textile and wearing apparel,2.6,4.1
1995-Q3,manufacturing,paper products and publishing,paper products and publishing,2.4,2.2
1995-Q3,manufacturing,petroleum and chemical products,petroleum and chemical products,1.9,1.5
1995-Q3,manufacturing,rubber and plastic products,rubber and plastic products,4.3,3.6
1995-Q3,manufacturing,fabricated metal products,fabricated metal products,3,2.5
1995-Q3,manufacturing,machinery and equipment,machinery and equipment,3.3,2.5
1995-Q3,manufacturing,electrical products,electrical products,1.9,2.1
1995-Q3,manufacturing,electronic products,electronic products,3.3,2.9
1995-Q3,manufacturing,medical and precision instruments,medical and precision instruments,4.3,1.8
1995-Q3,manufacturing,transport equipment,transport equipment,3.4,2.8
1995-Q3,manufacturing,other manufacturing industries,other manufacturing industries,2.5,2.4
1995-Q3,construction,construction,construction,3.7,2.1
1995-Q3,services,wholesale and retail trade,wholesale trade,3.3,2.6
1995-Q3,services,wholesale and retail trade,retail trade,6.5,5.8
1995-Q3,services,hotels and restaurants,hotels,4.7,4
1995-Q3,services,hotels and restaurants,restaurants,6,7
1995-Q3,services,"transport, storage and communications","transport, storage and communications",2.4,1.8
1995-Q3,services,financial intermediation,financial institutions,2.5,2
1995-Q3,services,financial intermediation,insurance and pension funding,2.8,1.8
1995-Q3,services,business and real estate services,business and real estate services,4.3,3.5
1995-Q3,services,"community, social and personal services","community, social and personal services",3.1,2.4
1995-Q3,others,others,others,2.2,2.3
1995-Q4,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3,2.1
1995-Q4,manufacturing,textile and wearing apparel,textile and wearing apparel,2,2.9
1995-Q4,manufacturing,paper products and publishing,paper products and publishing,1.6,1.7
1995-Q4,manufacturing,petroleum and chemical products,petroleum and chemical products,1.2,0.9
1995-Q4,manufacturing,rubber and plastic products,rubber and plastic products,3.4,2.4
1995-Q4,manufacturing,fabricated metal products,fabricated metal products,2.8,2.2
1995-Q4,manufacturing,machinery and equipment,machinery and equipment,2.5,2
1995-Q4,manufacturing,electrical products,electrical products,1.5,2
1995-Q4,manufacturing,electronic products,electronic products,2.7,2
1995-Q4,manufacturing,medical and precision instruments,medical and precision instruments,2.1,1.4
1995-Q4,manufacturing,transport equipment,transport equipment,2.5,2.1
1995-Q4,manufacturing,other manufacturing industries,other manufacturing industries,2,1.5
1995-Q4,construction,construction,construction,3.5,1.7
1995-Q4,services,wholesale and retail trade,wholesale trade,2.9,2.1
1995-Q4,services,wholesale and retail trade,retail trade,8.2,6.1
1995-Q4,services,hotels and restaurants,hotels,4.1,3.2
1995-Q4,services,hotels and restaurants,restaurants,8.5,4.5
1995-Q4,services,"transport, storage and communications","transport, storage and communications",2.1,1.4
1995-Q4,services,financial intermediation,financial institutions,1.8,1.2
1995-Q4,services,financial intermediation,insurance and pension funding,1.5,1.4
1995-Q4,services,business and real estate services,business and real estate services,3.1,2.6
1995-Q4,services,"community, social and personal services","community, social and personal services",2.2,1.8
1995-Q4,others,others,others,1.9,1.4
1996-Q1,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.4,3.5
1996-Q1,manufacturing,textile and wearing apparel,textile and wearing apparel,1.8,3.4
1996-Q1,manufacturing,paper products and publishing,paper products and publishing,2.6,3.1
1996-Q1,manufacturing,petroleum and chemical products,petroleum and chemical products,2.2,1.8
1996-Q1,manufacturing,rubber and plastic products,rubber and plastic products,3.8,4
1996-Q1,manufacturing,fabricated metal products,fabricated metal products,3.5,3.5
1996-Q1,manufacturing,machinery and equipment,machinery and equipment,4,3.5
1996-Q1,manufacturing,electrical products,electrical products,3.5,3.4
1996-Q1,manufacturing,electronic products,electronic products,3.4,4.2
1996-Q1,manufacturing,medical and precision instruments,medical and precision instruments,2.7,3.3
1996-Q1,manufacturing,transport equipment,transport equipment,2.6,2.7
1996-Q1,manufacturing,other manufacturing industries,other manufacturing industries,2.6,2.4
1996-Q1,construction,construction,construction,2.9,2.1
1996-Q1,services,wholesale and retail trade,wholesale trade,3,2.8
1996-Q1,services,wholesale and retail trade,retail trade,6.1,6.4
1996-Q1,services,hotels and restaurants,hotels,4,4.9
