quarter,industry1,industry2,recruitment_rate,resignation_rate
2016-Q3,manufacturing,"petroleum, chemical and pharmaceutical products",1.5,1
2016-Q3,manufacturing,"fabricated metal products, machinery and equipment",1.5,1.5
2016-Q3,manufacturing,"electronic, computer and optical products",1.5,1.4
2016-Q3,manufacturing,transport equipment,1.1,1.1
2016-Q3,manufacturing,other manufacturing industries,1.8,1.5
2016-Q3,construction,construction,1.9,1.6
2016-Q3,services,wholesale and retail trade,2.3,2
2016-Q3,services,transportation and storage,1.9,1.4
2016-Q3,services,accommodation and food services,3.6,3.5
2016-Q3,services,information and communications,2.1,1.7
2016-Q3,services,financial and insurance services,2,1.3
2016-Q3,services,real estate services,3.6,3.1
2016-Q3,services,professional services,2.6,1.7
2016-Q3,services,administrative and support services,4.2,3.3
2016-Q3,services,"community, social and personal services",1.5,1
2016-Q3,others,others,1.3,1.1
2016-Q4,manufacturing,"food, beverages and tobacco",2.7,2.1
2016-Q4,manufacturing,"paper,rubber,plastic products and printing",1.6,1.4
2016-Q4,manufacturing,"petroleum, chemical and pharmaceutical products",1.2,0.8
2016-Q4,manufacturing,"fabricated metal products, machinery and equipment",1.1,1.1
2016-Q4,manufacturing,"electronic, computer and optical products",1.5,1
2016-Q4,manufacturing,transport equipment,0.9,1.3
2016-Q4,manufacturing,other manufacturing industries,1.3,1
2016-Q4,construction,construction,1.9,1.7
2016-Q4,services,wholesale and retail trade,2.4,1.7
2016-Q4,services,transportation and storage,1.5,1.1
2016-Q4,services,accommodation and food services,3.8,3.2
2016-Q4,services,information and communications,1.7,1.5
2016-Q4,services,financial and insurance services,1.7,1.2
2016-Q4,services,real estate services,3.1,2.5
2016-Q4,services,professional services,1.9,1.5
2016-Q4,services,administrative and support services,4.1,3.4
2016-Q4,services,"community, social and personal services",1.1,0.8
2016-Q4,others,others,1.3,1.1
2017-Q1,manufacturing,"food, beverages and tobacco",2.8,2.5
2017-Q1,manufacturing,"paper,rubber,plastic products and printing",2.4,1.7
2017-Q1,manufacturing,"petroleum, chemical and pharmaceutical products",1.6,0.8
2017-Q1,manufacturing,"fabricated metal products, machinery and equipment",1.5,1.6
2017-Q1,manufacturing,"electronic, computer and optical products",1.7,1.6
2017-Q1,manufacturing,transport equipment,0.9,1.5
2017-Q1,manufacturing,other manufacturing industries,1.4,1.3
2017-Q1,construction,construction,1.6,1.7
2017-Q1,services,wholesale and retail trade,2.2,2.2
2017-Q1,services,transportation and storage,1.6,1.3
2017-Q1,services,accommodation and food services,3.7,3.6
2017-Q1,services,information and communications,1.7,1.3
2017-Q1,services,financial and insurance services,1.5,0.9
2017-Q1,services,real estate services,4,3
2017-Q1,services,professional services,1.9,1.5
2017-Q1,services,administrative and support services,4.7,3.7
2017-Q1,services,"community, social and personal services",1.4,1
2017-Q1,others,others,1.2,1.3
2017-Q2,manufacturing,"food, beverages and tobacco",3.4,3.1
2017-Q2,manufacturing,"paper,rubber,plastic products and printing",1.8,1.8
2017-Q2,manufacturing,"petroleum, chemical and pharmaceutical products",1.2,0.9
2017-Q2,manufacturing,"fabricated metal products, machinery and equipment",1.7,1.7
2017-Q2,manufacturing,"electronic, computer and optical products",2.9,1.7
2017-Q2,manufacturing,transport equipment,1.1,1.3
2017-Q2,manufacturing,other manufacturing industries,1.7,1.4
2017-Q2,construction,construction,1.9,1.9
2017-Q2,services,wholesale and retail trade,2.3,2.1
2017-Q2,services,transportation and storage,1.8,1.4
2017-Q2,services,accommodation and food services,4,4
2017-Q2,services,information and communications,2.2,1.6
2017-Q2,services,financial and insurance services,2,1.4
2017-Q2,services,real estate services,3.4,2.8
2017-Q2,services,professional services,1.8,1.6
2017-Q2,services,administrative and support services,4.5,3.5
2017-Q2,services,"community, social and personal services",1.3,1
2017-Q2,others,others,1.4,1
2017-Q3,manufacturing,"food, beverages and tobacco",2.9,2.3
2017-Q3,manufacturing,"paper,rubber,plastic products and printing",2,1.7
2017-Q3,manufacturing,"petroleum, chemical and pharmaceutical products",1.5,1
2017-Q3,manufacturing,"fabricated metal products, machinery and equipment",1.7,1.6
2017-Q3,manufacturing,"electronic, computer and optical products",2.9,1.6
2017-Q3,manufacturing,transport equipment,1.7,1.5
2017-Q3,manufacturing,other manufacturing industries,1.7,1.2
2017-Q3,construction,construction,1.7,1.7
2017-Q3,services,wholesale and retail trade,2.5,2
2017-Q3,services,transportation and storage,1.8,1.3
2017-Q3,services,accommodation and food services,3.4,3.2
2017-Q3,services,information and communications,2.1,1.7
2017-Q3,services,financial and insurance services,2.2,1.4
2017-Q3,services,real estate services,3.1,2.7
2017-Q3,services,professional services,2.4,1.6
2017-Q3,services,administrative and support services,4.4,3.7
2017-Q3,services,"community, social and personal services",1.4,1
2017-Q3,others,others,1.7,2.3
2017-Q4,manufacturing,"food, beverages and tobacco",2.8,2.1
2017-Q4,manufacturing,"paper,rubber,plastic products and printing",1.3,1.6
2017-Q4,manufacturing,"petroleum, chemical and pharmaceutical products",1.3,0.7
2017-Q4,manufacturing,"fabricated metal products, machinery and equipment",1.5,1.3
2017-Q4,manufacturing,"electronic, computer and optical products",2.5,1.3
2017-Q4,manufacturing,transport equipment,1,1.4
2017-Q4,manufacturing,other manufacturing industries,1.4,1.2
2017-Q4,construction,construction,1.5,1.8
2017-Q4,services,wholesale and retail trade,2.5,1.8
2017-Q4,services,transportation and storage,1.6,1.2
2017-Q4,services,accommodation and food services,3.9,3.5
2017-Q4,services,information and communications,2,1.6
2017-Q4,services,financial and insurance services,1.8,1.3
2017-Q4,services,real estate services,2.9,2.3
2017-Q4,services,professional services,1.9,1.6
2017-Q4,services,administrative and support services,4.7,3.6
2017-Q4,services,"community, social and personal services",1.2,0.8
2017-Q4,others,others,1.3,1
2018-Q1,manufacturing,"food, beverages and tobacco",3,2.7
2018-Q1,manufacturing,"paper,rubber,plastic products and printing",1.9,1.8
2018-Q1,manufacturing,"petroleum, chemical and pharmaceutical products",1.4,0.9
2018-Q1,manufacturing,"fabricated metal products, machinery and equipment",1.8,1.5
2018-Q1,manufacturing,"electronic, computer and optical products",1.6,1.9
2018-Q1,manufacturing,transport equipment,1.1,1.3
2018-Q1,manufacturing,other manufacturing industries,1.4,1.4
2018-Q1,construction,construction,1.8,1.6
2018-Q1,services,wholesale and retail trade,2.5,2.3
2018-Q1,services,transportation and storage,1.8,1.4
2018-Q1,services,accommodation and food services,3.6,3.3
2018-Q1,services,information and communications,2.1,1.7
2018-Q1,services,financial and insurance services,1.8,1
2018-Q1,services,real estate services,3.3,2.4
2018-Q1,services,professional services,2.5,1.6
2018-Q1,services,administrative and support services,4.9,3.4
2018-Q1,services,"community, social and personal services",1.5,1.1
2018-Q1,others,others,1.5,1.8
2018-Q2,manufacturing,"food, beverages and tobacco",3.6,3.3
2018-Q2,manufacturing,"paper,rubber,plastic products and printing",2.1,2.2
2018-Q2,manufacturing,"petroleum, chemical and pharmaceutical products",1.3,0.9
2018-Q2,manufacturing,"fabricated metal products, machinery and equipment",2.2,1.7
2018-Q2,manufacturing,"electronic, computer and optical products",2.2,1.8
2018-Q2,manufacturing,transport equipment,1.8,1.5
2018-Q2,manufacturing,other manufacturing industries,1.7,1.4
2018-Q2,construction,construction,2.3,2
2018-Q2,services,wholesale and retail trade,2.7,2.3
2018-Q2,services,transportation and storage,2.2,1.5
2018-Q2,services,accommodation and food services,4.1,3.6
2018-Q2,services,information and communications,2.5,1.8
2018-Q2,services,financial and insurance services,2.2,1.6
2018-Q2,services,real estate services,3.8,2.8
2018-Q2,services,professional services,2.6,1.7
2018-Q2,services,administrative and support services,5.1,3.7
2018-Q2,services,"community, social and personal services",1.5,1.2
2018-Q2,others,others,1.8,1.4
2018-Q3,manufacturing,"food, beverages and tobacco",3.1,2.8
2018-Q3,manufacturing,"paper,rubber,plastic products and printing",1.8,1.6
2018-Q3,manufacturing,"petroleum, chemical and pharmaceutical products",1.5,1
2018-Q3,manufacturing,"fabricated metal products, machinery and equipment",2.1,1.5
2018-Q3,manufacturing,"electronic, computer and optical products",2.1,1.6
2018-Q3,manufacturing,transport equipment,2,1.2
2018-Q3,manufacturing,other manufacturing industries,1.8,1.6
2018-Q3,construction,construction,2,1.7
2018-Q3,services,wholesale and retail trade,2.3,1.9
2018-Q3,services,transportation and storage,1.7,1.2
2018-Q3,services,accommodation and food services,3.4,2.9
2018-Q3,services,information and communications,2.3,1.5
2018-Q3,services,financial and insurance services,2.5,1.5
2018-Q3,services,real estate services,3.8,2.5
2018-Q3,services,professional services,2.8,1.6
2018-Q3,services,administrative and support services,3.9,3.3
2018-Q3,services,"community, social and personal services",1.6,1.1
2018-Q3,others,others,2.1,1.3
2018-Q4,manufacturing,"food, beverages and tobacco",3.2,2.5
2018-Q4,manufacturing,"paper,rubber,plastic products and printing",1.3,1.2
2018-Q4,manufacturing,"petroleum, chemical and pharmaceutical products",1.1,0.7
2018-Q4,manufacturing,"fabricated metal products, machinery and equipment",1.3,1.1
2018-Q4,manufacturing,"electronic, computer and optical products",1.4,1.1
2018-Q4,manufacturing,transport equipment,1.7,1.2
2018-Q4,manufacturing,other manufacturing industries,1.5,1.5
2018-Q4,construction,construction,1.9,1.7
2018-Q4,services,wholesale and retail trade,2.3,1.7
2018-Q4,services,transportation and storage,1.7,1.2
2018-Q4,services,accommodation and food services,3.8,3.2
2018-Q4,services,information and communications,2.1,1.3
2018-Q4,services,financial and insurance services,1.9,1.4
2018-Q4,services,real estate services,2.5,2.2
2018-Q4,services,professional services,2,1.6
2018-Q4,services,administrative and support services,4,3.3
2018-Q4,services,"community, social and personal services",1.3,0.9
2018-Q4,others,others,1.8,1.1
2019-Q1,manufacturing,"food, beverages and tobacco",3.2,3
2019-Q1,manufacturing,"paper,rubber,plastic products and printing",1.6,1.9
2019-Q1,manufacturing,"petroleum, chemical and pharmaceutical products",1.2,0.8
2019-Q1,manufacturing,"fabricated metal products, machinery and equipment",1.9,1.8
2019-Q1,manufacturing,"electronic, computer and optical products",1.4,1.8
2019-Q1,manufacturing,transport equipment,1.3,1.3
2019-Q1,manufacturing,other manufacturing industries,1.5,1.6
2019-Q1,construction,construction,2.1,2
2019-Q1,services,wholesale and retail trade,2.2,1.7
2019-Q1,services,transportation and storage,1.9,1.5
2019-Q1,services,accommodation and food services,3.7,3.4
2019-Q1,services,information and communications,2.2,1.6
2019-Q1,services,financial and insurance services,1.7,1.1
2019-Q1,services,real estate services,3.8,2.8
2019-Q1,services,professional services,2.3,1.7
2019-Q1,services,administrative and support services,4.3,3.5
2019-Q1,services,"community, social and personal services",1.6,1.1
2019-Q1,others,others,1.7,1.2
2019-Q2,manufacturing,"food, beverages and tobacco",3.9,3.4
2019-Q2,manufacturing,"paper,rubber,plastic products and printing",1.8,1.8
2019-Q2,manufacturing,"petroleum, chemical and pharmaceutical products",1.3,0.9
2019-Q2,manufacturing,"fabricated metal products, machinery and equipment",1.9,1.6
2019-Q2,manufacturing,"electronic, computer and optical products",2,1.8
2019-Q2,manufacturing,transport equipment,1.6,1.4
2019-Q2,manufacturing,other manufacturing industries,1.8,1.6
2019-Q2,construction,construction,2.4,2
2019-Q2,services,wholesale and retail trade,2.3,2
2019-Q2,services,transportation and storage,1.8,1.4
2019-Q2,services,accommodation and food services,4.3,3.9
2019-Q2,services,information and communications,2.6,1.8
2019-Q2,services,financial and insurance services,2.1,1.5
2019-Q2,services,real estate services,3.3,3.1
2019-Q2,services,professional services,2.4,1.8
2019-Q2,services,administrative and support services,4.8,3.8
2019-Q2,services,"community, social and personal services",1.6,1.2
2019-Q2,others,others,1.7,1.3
2019-Q3,manufacturing,"food, beverages and tobacco",2.7,2.3
2019-Q3,manufacturing,"paper,rubber,plastic products and printing",1.7,1.6
2019-Q3,manufacturing,"petroleum, chemical and pharmaceutical products",1.7,0.9
2019-Q3,manufacturing,"fabricated metal products, machinery and equipment",1.8,1.4
2019-Q3,manufacturing,"electronic, computer and optical products",1.8,1.4
2019-Q3,manufacturing,transport equipment,1.2,1.3
2019-Q3,manufacturing,other manufacturing industries,1.6,1.3
2019-Q3,construction,construction,2.4,1.8
2019-Q3,services,wholesale and retail trade,2.2,1.7
2019-Q3,services,transportation and storage,1.8,1.4
2019-Q3,services,accommodation and food services,4.1,3.4
2019-Q3,services,information and communications,2.7,1.7
2019-Q3,services,financial and insurance services,2.2,1.3
2019-Q3,services,real estate services,3.3,2.4
2019-Q3,services,professional services,2.5,1.7
2019-Q3,services,administrative and support services,4.4,3.6
2019-Q3,services,"community, social and personal services",1.7,1.1
2019-Q3,others,others,1.6,1.1
2019-Q4,manufacturing,"food, beverages and tobacco",1.9,1.6
2019-Q4,manufacturing,"paper,rubber,plastic products and printing",1.4,1.1
2019-Q4,manufacturing,"petroleum, chemical and pharmaceutical products",1,0.7
2019-Q4,manufacturing,"fabricated metal products, machinery and equipment",1.6,0.9
2019-Q4,manufacturing,"electronic, computer and optical products",1.3,1
2019-Q4,manufacturing,transport equipment,1.5,0.8
2019-Q4,manufacturing,other manufacturing industries,1.3,1
2019-Q4,construction,construction,2.1,1.4
2019-Q4,services,wholesale and retail trade,2.1,1.5
2019-Q4,services,transportation and storage,1.4,1.1
2019-Q4,services,accommodation and food services,3.9,3.1
2019-Q4,services,information and communications,2.1,1.5
2019-Q4,services,financial and insurance services,1.3,1
2019-Q4,services,real estate services,2.3,1.7
2019-Q4,services,professional services,1.8,1.4
2019-Q4,services,administrative and support services,3.7,3.1
2019-Q4,services,"community, social and personal services",1.2,0.8
2019-Q4,others,others,1.4,1
2020-Q1,manufacturing,"food, beverages and tobacco",1.7,1.8
2020-Q1,manufacturing,"paper,rubber,plastic products and printing",1.4,1.5
2020-Q1,manufacturing,"petroleum, chemical and pharmaceutical products",1.2,0.7
2020-Q1,manufacturing,"fabricated metal products, machinery and equipment",1.4,1.2
2020-Q1,manufacturing,"electronic, computer and optical products",1.1,1.1
2020-Q1,manufacturing,transport equipment,1.1,1.3
2020-Q1,manufacturing,other manufacturing industries,1.3,1.4
2020-Q1,construction,construction,1.8,1.8
2020-Q1,services,wholesale and retail trade,1.8,1.8
2020-Q1,services,transportation and storage,1.5,1.2
2020-Q1,services,accommodation and food services,3.2,3.4
2020-Q1,services,information and communications,2.4,1.4
2020-Q1,services,financial and insurance services,1.5,0.9
2020-Q1,services,real estate services,2.4,1.7
2020-Q1,services,professional services,2.2,1.4
2020-Q1,services,administrative and support services,3.7,3.3
2020-Q1,services,"community, social and personal services",1.5,1.1
2020-Q1,others,others,1.3,1.2
